date,ATM_30,ATM_60,ATM_90,RR25_30,RR25_60,RR25_90,RR25_180,RV30,RV60,RV90,OVX,GPR,InfectEMVIndex,W875RX1,DPCERA3M086SBEA,CMRMTSPL,IPCONGD,IPNCONGD,IPNMAT,UNRATE,UEMPLT5,UEMP5TO14,UEMP15T26,ICSA,USGOVT,CES0600000007,AWHMAN,HOUST,HOUSTW,BUSLOANS,GS5,TB3SMFFM,TB6SMFFM,EXSZUS,VIXCLS,CO1,CO3,CO6,BRENT,MichiganConsumer,FinancialUncertaintyH1,FinancialUncertaintyH3,FinancialUncertaintyH12,MacroUncertaintyH1,MacroUncertaintyH3,MacroUncertaintyH12,RealUncertaintyH1,RealUncertaintyH3,RealUncertaintyH12,RPI,IPBUSEQ,IPFUELS,CLF16OV,UEMPMEAN,USGOOD,CES1021000001,USCONS,DMANEMP,NDMANEMP,USTPU,USWTRADE,AWOTMAN,HOUSTNE,DGORDER,AMDMUO,BUSINV,M1SL,M2REAL,BOGMBASE,NONBORRES,NONREVSL,NONREVSLAR,FEDFUNDS,TB3MS,TB6MS,GS1,GS10,T1YFFM,T5YFFM,T10YFFM,AAAFFM,EXJPUS,EXUSUK,EXCAUS,WPSFD49502,WPSID61,PPICMM,CPIAPPSL,CPIMEDSL,CUSR0000SAD,DDURRG3M086SBEA,CES0600000008,CES2000000008,DTCOLNVHFNM,DTCTHFNM,INVEST,REALLN,CUSR0000SAS,DSERRG3M086SBEA
1.05.2021,31.63904762,31.99904762,32.02047619,-4.96952381,-5.08714286,-4.89095238,-5.60190476,26.15056112,38.35500328,38.84239426,37.11,94.01955414,13.25387097,14410.4,124.34,1545700,102.2237,100.5818,100.2028,5.8,2018,2199,1243,469200,21930,40.9,41.6,1605,396,2540.1004,0.82,-0.04,-0.02,0.9027,19.76,2.98047619,3.225238095,3.107142857,3.72,-5.4,-0.026566624,-0.019480802,-0.004501124,-0.022098638,-0.021926158,-0.008442049,-0.042378638,-0.035845278,-0.013426162,-452.242,1.7118,0.9569,-168,1.4,19,2.1,-12,24,7,69,17.8,0,-19,4979,8327,12509,332,64.9,-200,-28900,21.41515,1.7,-0.01,0,0,-0.01,-0.02,0,-0.03,0,0.07,0.0675,0.0239,-0.0369,1.8,6,21.8,1.017,-0.457,2.83,1.507,0.11,0.03,2487.83,3035.05,111.7638,-7.2877,2.81,0.981
1.06.2021,27.86272727,28.49409091,28.75045455,-4.45818181,-4.41,-4.25454546,-3.84863637,20.73422439,23.86935389,33.55287064,33,75.57621002,11.41633333,14436.8,125.159,1550862,102.1322,100.709,100.8991,5.9,2005,2240,1353,419500,21999,40.8,41.4,1664,444,2470.2672,0.84,-0.04,-0.03,0.9078,16.96,5.099134199,4.476125541,4.057943723,4.63,2.6,-0.011400379,-0.008366962,-0.001574392,-0.027170915,-0.0193961,-0.005029182,-0.039341081,-0.027366366,-0.006833903,-74.474,-0.7581,1.0911,452,2.3,27,2.5,6,19,-2,111,22.1,-0.1,12,4281,10339,18558,60,-44.1,-14900,-31300,14.50335,-2.57,0.02,0.02,0.01,0.02,-0.1,0,0,-0.12,-0.19,0.9953,-0.0059,0.0095,3.4,3.8,-2.5,0.754,-0.827,3.78,1.22,0.13,0.14,944.19,2042.76,69.5038,5.2238,2.543,0.953
1.07.2021,29.87545455,30.19545455,30.50409091,-5.25590909,-4.49636363,-4.19863636,-5.21,28.11220896,25.22806156,25.59641574,37.71,60.60164261,13.24,14482.6,125.121,1556129,102.682,100.5161,100.5155,5.4,2246,1763,1200,408600,22037,40.9,41.5,1573,416,2444.9416,0.76,-0.05,-0.05,0.9174,17.6,0.885454545,0.624090909,0.357727273,2.01,-4.3,-0.00401282,-0.002683139,-0.000131966,-0.006104403,-0.005445292,-0.002434053,0.000738032,-0.00016494,0.000646701,111.457,2.5069,0.7326,294,-2.2,89,1.2,15,53,20,43,26.2,-0.1,-79,915,4568,14073,172.5,23.5,103200,96000,10.52363,-1.46,0.02,0.01,0,0.01,-0.2,-0.01,-0.1,-0.22,-0.24,0.107,-0.0217,0.031,1.874,3.982,1.354,-0.057,0.798,0.901,0.284,0.13,0.16,27.75,-201.13,35.8729,21.7365,2.237,1.058
1.08.2021,31.87363636,31.61318182,31.74181818,-6.405,-6.24090909,-6.77909091,-5.82863636,37.23598095,33.68447995,29.97905388,38.2,90.60826874,9.089677419,14476.1,125.547,1550314,102.5238,100.7998,99.8202,5.2,2116,1885,1245,399250,22100,40.8,41.4,1576,326,2422.5098,0.77,-0.04,-0.03,0.9147,17.47,-3.78,-3.381363636,-2.773181818,-4.42,-10.9,0.008355655,0.007192385,0.002785255,-0.007577939,-0.006477389,-0.003138288,-0.008388597,-0.007146239,-0.003109831,-20.271,0.0324,-0.4778,49,-0.4,65,3.1,16,25,21,90,17.8,0.1,96,3836,9776,18639,236.7,49.9,198500,203000,12.11597,0.56,-0.01,0,0.01,-0.01,-0.04,0,0.02,-0.03,-0.01,-0.3616,-0.0011,0.0069,3.439,2.551,4.375,0.406,0.592,0.474,0.813,0.14,0.12,626.91,499,55.439,35.5192,1.645,0.915
1.09.2021,29.30590909,29.93636364,30.52909091,-3.34363636,-3.90454546,-3.94136364,-4.61863637,29.92037242,33.82702606,32.74992585,34.01,81.63436127,10.41066667,14516.5,126.102,1557826,101.6084,100.7046,98.2915,4.8,2240,1740,1041,370000,22074,41.4,41.4,1559,419,2410.1497,0.86,-0.04,-0.03,0.9228,19.82,4.362727273,4.120909091,3.799090909,3.74,2.5,0.032007922,0.024176473,0.006964809,0.00356433,0.003683363,0.001794421,0.008075027,0.002610884,-0.000320805,-204.527,-0.4631,0.52,9,-0.8,83,1.5,41,27,15,151,20,0,-39,-3728,4608,17678,143.8,15.4,60100,65300,14.66744,0.9,-0.01,-0.01,-0.01,0.01,0.09,0.02,0.1,0.1,-0.01,0.3083,-0.0065,0.0072,4.779,2.856,6.933,-0.583,0.268,0.588,0.111,0.11,0.01,3482.75,2083.71,86.3441,40.743,1.474,0.7
1.10.2021,32.22761905,33.34809524,34.07047619,-0.49904762,-1.51285714,-2.9047619,-5.50523809,21.03733777,25.76569923,30.0474188,37.28,80.95104218,10.65,14588.7,126.965,1561812,102.3657,100.2937,100.1474,4.5,2075,1852,1021,308200,22037,40.7,41.3,1563,418,2413.1879,1.11,-0.03,-0.02,0.9227,17.87,8.86982684,8.657857143,8.034134199,9.05,-1.1,0.001631061,0.00280678,0.002030892,-0.01996234,-0.012215929,-0.001493328,-0.04238196,-0.028696609,-0.007823286,36.746,0.6725,1.3379,196,-1.7,105,3.6,42,40,19,149,20.9,-0.1,-13,3654,4538,26203,190.9,-4.7,-57900,-51100,12.05334,-0.96,0,0.01,0.01,0.03,0.21,0.03,0.25,0.21,0.15,2.9605,-0.0031,-0.0237,3.457,5.642,10.512,1.2,3.198,1.981,0.921,0.05,0.21,-955.32,-3419.58,123.7962,36.2727,2.828,0.735
1.11.2021,36.22181818,36.79363636,37.42409091,-5.80363637,-5.91636364,-6.59181818,-8.135,27.68844591,24.95318618,26.87609303,41.05,89.13878632,9.647333333,14599.9,126.834,1564342,102.9771,100.7608,100.4119,4.2,1985,1708,906,257000,22038,41,41.4,1706,430,2428.2974,1.2,-0.03,-0.01,0.9213,18.5,-2.896645022,-3.161948052,-2.876406926,-2.49,-4.3,0.015853827,0.012841637,0.004399369,-0.008925068,-0.006353639,-0.001474102,-0.019105817,-0.01597535,-0.006833157,-21.768,0.5096,-0.3915,575,2,94,4.4,46,20,24,70,22,0.2,0,3571,5148,33416,216.3,13.7,63800,61800,16.48629,1.57,0,0,0.01,0.07,-0.02,0.07,0.09,-0.02,-0.06,0.8435,-0.0238,0.0133,2.944,4.22,-10.248,0.823,2.266,1.807,0.396,0.12,0.11,251.1,-1710.14,78.8855,50.5325,3.431,1.11
1.12.2021,43.002,43.124,43.156,-12.7775,-13.7775,-12.909,-12.418,51.10523757,42.09955565,36.46178239,50.11,108.5250473,10.14709677,14579.5,125.88,1557340,102.6412,100.5043,100.2817,3.9,1989,1593,799,221750,22056,41,41.4,1768,391,2469.3212,1.23,-0.02,0.07,0.921,21.35,-6.045632411,-4.736126482,-3.869762846,-6.88,3.2,0.024083758,0.018926058,0.006415604,0.017356365,0.015182608,0.006966327,0.00818402,0.002929511,-0.001383832,-46.019,0.815,0.0097,95,-0.8,85,7.3,34,29,15,104,30.9,-0.1,27,2390,5368,51572,150.8,-9.3,18400,14600,15.07217,-0.53,0,0.01,0.08,0.12,-0.09,0.12,0.03,-0.1,0.02,-0.1321,-0.016,0.0233,1.083,0.142,1.423,1.144,2.341,1.972,0.903,0.18,0.22,537.05,-1148.51,66.2519,62.3914,2.977,1.326
1.01.2022,36.93789474,37.93526316,38.76842105,-2.23105263,-3.95789474,-4.73052631,-8.13736842,31.07916462,42.32490244,38.85191134,41.35,141.1321564,17.53967742,14515,126.76,1585920,104.2414,101.9559,99.5963,4,2428,1619,819,227600,22075,40.6,41.1,1666,446,2482.694,1.54,0.07,0.25,0.9191,23.18,10.76846791,9.648550725,8.533312629,12.34,-3.4,0.042796706,0.032132907,0.00977404,0.027865293,0.025971992,0.012911868,0.009765877,0.004477891,-0.001036528,-119.893,-0.8024,-4.2824,1223,-3.6,28,-0.6,-4,21,12,100,23.8,0.1,-36,7892,9594,20929,155,10.2,-309200,-310800,6.38586,-3.1,0,0.09,0.18,0.25,0.29,0.25,0.31,0.3,0.29,0.9926,0.0252,-0.0178,3.952,5.011,13.478,0.893,2.844,1.382,1.109,0.15,0.2,-450.17,-3734.91,89.8162,59.8777,3.234,1.031
1.02.2022,43.614375,43.3575,42.676875,1.279375,-0.11,-2.36625,-5.611875,29.13065317,30.47026091,39.00284768,46.73,219.0926056,13.09035714,14526.8,126.911,1572587,104.4799,102.817,101.1849,3.8,2142,1803,726,195000,22082,41.2,41.5,1777,410,2489.8801,1.81,0.25,0.56,0.9228,25.75,8.529119048,6.360666667,5.278904762,10.62,-4.4,-0.031312204,-0.020409401,-0.003179538,0.012949841,0.013455264,0.008022134,0.001057288,0.001050254,0.00033377,-10.063,1.8396,3.5995,229,1.7,121,4.7,79,10,27,272,27.3,0.3,29,-1862,7092,38688,75.5,-33.5,-63900,-63300,22.67209,5.75,0,0.18,0.31,0.45,0.17,0.45,0.27,0.17,0.32,0.4508,-0.0015,0.0089,5.984,3.449,14.228,0.728,0.842,0.633,0.164,0.1,0.19,3769.84,548.84,29.4365,56.2719,3.592,0.762
1.03.2022,72.50454545,65.26318182,59.70409091,11.92409091,9.51318181,7.10590909,2.99136363,74.09583717,56.74471679,49.90757075,67.5,325.4237671,14.26419355,14481.6,127.281,1554031,104.6884,102.2041,101.323,3.6,2303,1688,552,178000,22073,40.8,41.5,1716,420,2531.5688,2.11,0.24,0.63,0.9294,26.97,18.36154348,15.58208696,11.97082609,20.12,-3.4,-0.003368905,-0.00291161,-0.001134562,0.0146684,0.01804002,0.01176459,0.002632632,0.003763769,0.002179965,-72.512,1.1243,1.0997,439,-2.1,91,5.2,23,43,19,39,35.9,-0.2,77,1764,5156,54173,38.1,-65,94500,72700,19.71321,-1.09,0.12,0.11,0.19,0.34,0.2,0.22,0.18,0.08,0.06,3.3011,-0.0372,-0.0051,5.473,5.451,5.225,0.391,2.831,-0.571,-0.165,0.12,0.09,-4936.76,-7549.1,1.7574,62.3949,4.044,1.018
1.04.2022,52.84722222,52.07,50.78944444,5.90666666,5.10722222,3.74777778,1.58333333,66.51759718,72.0659914,61.25352149,52.85,194.7902069,13.1,14481.1,127.483,1551827,106.0705,103.2844,101.1965,3.6,2242,1630,526,184400,22101,40.8,41.3,1805,428,2561.5532,2.78,0.43,0.9,0.945,24.37,-6.546043478,-1.843586957,1.303173913,-12.67,5.8,0.026215763,0.017634104,0.003212742,0.020045481,0.020113749,0.010197058,0.010386191,0.007121051,0.002937069,-2.432,0.877,-1.8728,-351,0.7,67,9.8,6,33,19,21,24.9,-0.2,-78,1118,5318,30827,-81.5,-63,-249300,-257100,14.52742,-1.85,0.13,0.32,0.4,0.55,0.62,0.42,0.54,0.49,0.2,7.7969,-0.0235,-0.0032,2.306,5.278,2.437,-0.179,2.22,-0.049,0.164,0.09,0.08,-181.8,-3463.54,-11.8221,83.923,4.591,1.189
1.05.2022,48.965,50.20785714,50.11928571,1.29,2.12642857,1.28571428,-0.20714286,52.9009554,61.15003733,66.10831286,51.64,144.6686859,17.67290323,14473.2,127.57,1541414,105.2305,102.959,100.9371,3.6,2052,1771,687,207000,22122,40.8,41.2,1562,342,2601.4861,2.87,0.22,0.69,0.9804,29.31,6.042545455,3.337045455,1.576727273,8.76,-6.8,0.030596308,0.020151604,0.003137426,0.007863338,0.01114699,0.008544741,-0.01273739,-0.008167458,-0.001613922,-25.061,-0.251,0.399,328,-2.3,61,2.9,38,8,13,13,18.3,0,-3,2157,3627,38333,10,-66.7,-293700,-295400,19.51513,1.71,0.44,0.22,0.22,0.17,0.15,-0.26,-0.34,-0.28,-0.06,2.4743,-0.0495,0.0231,4.93,5.998,-32.348,0.564,2.192,0.194,0.363,0.22,0.35,-164.45,-3278.06,-22.7488,98.361,5.101,1.09
1.06.2022,45.21681818,45.98090909,46.51409091,-0.13545455,0.74772728,0.12045454,-2.97681818,33.38148747,44.35372006,53.5585734,47,134.8953857,13.669,14407.9,127.83,1536205,104.1889,102.1601,100.2143,3.6,2259,1576,777,231750,22110,40.6,41,1575,367,2658.1123,3.19,0.3,0.92,0.9702,28.23,5.543636364,4.251363636,3.827727273,9.37,-8.4,0.063262494,0.043585979,0.009694028,0.008778758,0.009840798,0.006673999,-0.000473921,-0.001713909,-0.000616521,-81.271,-0.1934,0.0448,-276,-0.2,50,5.6,13,11,19,37,5.2,-0.1,-3,6038,8982,33489,-71.1,-101.4,-85000,-89000,24.1129,1.55,0.44,0.51,0.66,0.59,0.24,0.16,-0.11,-0.19,-0.32,5.1133,-0.0118,-0.0055,8.669,5.245,-5.568,0.882,3.301,0.598,0.692,0.07,0.11,775.46,-1869.01,-22.2104,94.8567,5.569,1.435
1.07.2022,46.83684211,47.71210526,48.36473684,-1.54842106,-0.95789474,-1.57736842,-5.62789474,49.93285207,42.93563195,46.58087486,50.44,118.9789124,10.50709677,14559.1,127.824,1546060,104.4344,101.7979,99.7852,3.5,2086,1769,734,245200,22185,40.7,41.1,1377,340,2694.9524,2.96,0.58,1.11,0.9701,25,-12.37937229,-13.41805195,-12.64831169,-10.78,1.5,0.011279202,0.00681683,0.000584693,-0.002609844,0.005680479,0.007144755,-0.036135625,-0.023174232,-0.005593129,150.276,0.6704,-0.8665,-12,-0.2,71,6.3,24,33,8,46,16,0,41,-368,8034,12957,-23.9,12.2,30700,32100,11.81036,-4.28,0.47,0.74,0.65,0.37,-0.24,-0.09,-0.69,-0.7,-0.64,2.7471,-0.0333,0.0132,-6.559,-5.848,-25.479,-0.149,2.333,0.424,-0.21,0.13,0.1,-241.44,-4233.1,-3.2348,90.2831,4.139,0.973
1.08.2022,42.503,43.2495,44.0995,-3.767,-2.0615,-1.934,-6.0835,47.48824268,49.3091159,44.71107764,48.84,135.0129242,11.44935484,14618.2,128.437,1571086,104.5734,102.1299,98.8469,3.7,2227,1797,887,240500,22231,40.6,41,1508,353,2721.9167,3.03,0.3,0.72,0.9574,22.17,-7.382939959,-2.881552795,-0.638447205,-11.48,6.7,-0.003521319,-0.003289657,-0.001830236,-0.034928487,-0.031215785,-0.00755968,-0.034702143,-0.025435899,-0.006178402,52.445,0.5163,1.7225,724,0.2,37,-3,8,31,0,60,13.2,-0.1,10,638,5195,21988,-60.2,-18.6,45100,48100,12.50146,0.23,0.65,0.4,0.29,0.26,0,-0.42,-0.61,-0.68,-0.67,-1.4255,-0.0004,-0.0019,-3.506,-3.402,3.9,0.358,3.304,0.388,0.467,0.09,0.19,739.28,-2047.17,-26.3761,91.3602,3.779,0.88
1.09.2022,47.19,47.68636364,48.66272727,-2.78636364,-1.56,-1.76681819,-5.38636363,43.90890639,45.52597438,47.69066709,50.44,134.1073456,9.930333333,14653.2,128.769,1571994,104.0392,101.6128,98.656,3.5,2158,1643,901,206250,22237,40.7,41.1,1465,367,2747.7698,3.7,0.55,1.05,0.9733,27.34,-7.169960474,-7.305395257,-7.623695652,-10.69,0.4,0.020823863,0.013770186,0.002436466,-0.018164784,-0.017043353,-0.003727727,-0.023097696,-0.018073589,-0.006024733,23.29,0.4906,2.2688,-95,-2,44,2.3,16,14,12,7,8.3,0,-30,558,5151,6100,-189,-73.5,-171400,-176100,17.45822,1.67,0.23,0.5,0.58,0.61,0.62,0.36,0.42,0.37,0.27,8.0008,-0.0663,0.0422,1.911,-0.327,-11.652,0.054,3.685,-0.155,0.435,0.13,0.19,2853.73,-1521.8,-68.4219,88.16,5.359,1.522
1.10.2022,45.22714286,47.64380952,49.22047619,-0.70523809,0.50714286,0.22952381,-3.00666667,39.58218543,42.02176497,43.74428851,50.61,145.8230133,9.490666667,14681.4,129.197,1570374,104.8652,102.0891,97.9768,3.7,2215,1774,817,219000,22262,40.8,41,1426,316,2779.1677,4.18,0.64,1.1,0.9949,30.01,3.022900433,2.042186147,1.526904762,3.57,1.3,-0.014134652,-0.010885314,-0.003686063,-0.010701261,-0.011758533,-0.004591537,-0.003328797,-0.003822742,-0.002323041,87.885,0.3803,-1.0513,27,0.5,57,3.8,17,27,10,31,15.8,0,-54,1967,6148,5815,-183.1,-64.7,-71200,-75200,19.92733,0.81,0.52,0.59,0.55,0.54,0.46,0.04,-0.02,-0.04,0.01,3.7672,0.0012,0.035,2.672,-0.683,-6.379,-0.319,-1.749,-0.827,-0.382,0.14,0.14,2621.51,1110.4,-96.6046,77.0505,4.499,1.32
1.11.2022,45.60409091,46.53,47.39363636,-1.73181818,-1.29090909,-1.59636364,-4.305,30.96135494,35.48588723,38.59137695,46.53,118.6301575,7.846666667,14707.8,128.785,1555358,104.2655,102.1993,97.9884,3.6,2244,1694,821,229000,22324,40.4,40.8,1419,350,2810.9932,4.06,0.4,0.73,0.966,23.3,-2.741991342,-0.838549784,0.547186147,-1.91,-3.1,-0.050072972,-0.035469851,-0.009254941,-0.001726473,-0.005554264,-0.00443671,0.013125109,0.007262228,0.000488304,33.961,-1.2562,-0.5498,-119,0.6,41,7.5,19,14,0,-84,-0.4,-0.2,-7,-4963,316,8089,-164.5,-35,79000,71100,17.80846,-0.75,0.7,0.43,0.3,0.3,-0.09,-0.37,-0.79,-0.76,-0.87,-4.6065,0.0395,-0.0232,1.465,-1.229,12.361,0.126,-2.028,-1.084,-0.55,0.17,0.12,3446.79,1807.35,-44.0858,79.1706,3.193,1.061
1.12.2022,43.56454545,44.87318182,45.675,-3.31863636,-2.03363636,-1.98227273,-4.16227273,36.15056026,33.65226381,35.81113197,43.86,113.7641907,7.521935484,14731.2,128.358,1579114,104.0603,102.4621,94.8087,3.5,2233,1639,826,217600,22315,40.3,40.6,1371,291,2828.7495,3.76,0.16,0.46,0.9316,21.78,-9.51038961,-7.576212121,-5.835757576,-10.5,2.9,-0.021377758,-0.016311561,-0.005264737,-0.009661616,-0.011899021,-0.007884128,-0.001139479,-0.002850913,-0.003157069,20.711,-1.9298,-2.7264,439,-1.9,43,4.4,26,25,-13,25,10.5,-0.1,119,13830,13086,8482,-250,-58.7,-13300,-17000,4.36398,-4.55,0.32,0.1,0.07,-0.05,-0.27,-0.39,-0.64,-0.61,-0.81,-7.5302,0.0453,0.0128,-4.802,-6.852,2.953,0.266,1.495,-1.08,-0.215,0.12,0.2,2404.39,918.25,-4.2668,141.4727,4.144,1.239
