date,ATM_30,ATM_60,ATM_90,RR25_30,RR25_60,RR25_90,RR25_180,RV30,RV60,RV90,OVX,GPR,InfectEMVIndex,W875RX1,DPCERA3M086SBEA,CMRMTSPL,IPCONGD,IPNCONGD,IPNMAT,UNRATE,UEMPLT5,UEMP5TO14,UEMP15T26,ICSA,USGOVT,CES0600000007,AWHMAN,HOUST,HOUSTW,BUSLOANS,GS5,TB3SMFFM,TB6SMFFM,EXSZUS,VIXCLS,CO1,CO3,CO6,BRENT,MichiganConsumer,FinancialUncertaintyH1,FinancialUncertaintyH3,FinancialUncertaintyH12,MacroUncertaintyH1,MacroUncertaintyH3,MacroUncertaintyH12,RealUncertaintyH1,RealUncertaintyH3,RealUncertaintyH12,RPI,IPBUSEQ,IPFUELS,CLF16OV,UEMPMEAN,USGOOD,CES1021000001,USCONS,DMANEMP,NDMANEMP,USTPU,USWTRADE,AWOTMAN,HOUSTNE,DGORDER,AMDMUO,BUSINV,M1SL,M2REAL,BOGMBASE,NONBORRES,NONREVSL,NONREVSLAR,FEDFUNDS,TB3MS,TB6MS,GS1,GS10,T1YFFM,T5YFFM,T10YFFM,AAAFFM,EXJPUS,EXUSUK,EXCAUS,WPSFD49502,WPSID61,PPICMM,CPIAPPSL,CPIMEDSL,CUSR0000SAD,DDURRG3M086SBEA,CES0600000008,CES2000000008,DTCOLNVHFNM,DTCTHFNM,INVEST,REALLN,CUSR0000SAS,DSERRG3M086SBEA
1.08.2011,39.70608696,38.84695652,38.6573913,-7.91956522,-7.78478261,-7.33130434,-7.57434782,25.39245057,28.70032463,29.35380089,47.47,86.9515686,0.50516129,11227.3,98.709,1247048,99.8556,104.7185,99.7822,9,2650,2989,2199,409500,22017,40.8,41.4,585,142,1263.3387,1.02,-0.08,-0.04,0.78,35.03,-6.828674948,-6.958861284,-7.405797101,-6.75,-7.9,0.07456423,0.053786316,0.014059298,0.006799644,0.007737242,0.004033637,-0.005459065,-0.002281909,-0.000799112,-9.366,1.1018,0.7765,472,-0.2,26,4.2,5,14,4,19,9.4,0,-32,10247,12620,7521,119.4,71.4,-27100,-29500,-8.1344,-20.83,0.03,-0.02,-0.02,-0.08,-0.7,-0.11,-0.55,-0.73,-0.59,-2.2768,0.0198,0.0264,-0.6,-1.5,-7.5,1.004,0.848,0.102,-0.118,0.04,0.18,1400.31,1097.43,20.2801,-9.7058,1.406,0.402
1.09.2011,40.36727273,41.41909091,41.70181818,-9.61272728,-8.89090909,-8.15363636,-6.73272727,28.5287467,27.23203458,28.7310226,48.09,83.35044861,0.266666667,11214,98.872,1238946,99.2675,103.9255,100.4593,9,2754,2881,2012,417750,21983,40.9,41.4,650,164,1269.7116,0.9,-0.07,-0.04,0.8767,36.53,-0.021086957,-1.852588933,-2.583142292,2.61,3.7,0.047642137,0.034452939,0.009168557,-0.011990329,-0.009369782,-0.003877374,-0.004302883,-0.00341221,-0.001472286,-17.495,0.4974,0.5042,371,-0.1,47,9.4,32,10,-5,18,4.6,0,3,-11967,2314,-5173,4.6,0.1,-20000,-22800,8.86629,10.87,-0.02,-0.01,-0.02,-0.01,-0.32,0.01,-0.1,-0.3,-0.26,-0.17,-0.0585,0.0208,2.2,1,-11,-0.307,0.815,-0.086,-0.447,0.01,0.01,1449.65,891.84,12.9284,-8.5891,1.161,0.353
1.10.2011,38.45,39.23095238,39.96761905,-8.8,-8.92285714,-9.04761904,-7.49476191,28.46137213,28.55292492,27.71362697,48.52,76.3399353,0.331612903,11219.3,99.05,1254588,99.5225,103.7906,100.7117,8.8,2668,3250,1964,402400,21998,41,41.5,610,128,1280.1201,1.06,-0.05,-0.02,0.8958,32.83,-1.118333333,-1.417121212,-2.172489177,-3.28,1.3,-0.006792569,-0.004794206,-0.001325637,-0.009436008,-0.009420715,-0.005788308,0.00466964,0.002352524,-0.000324149,7.934,1.2214,-1.4577,-170,-1.7,20,6.7,4,17,-6,35,15,0,5,6061,4820,14033,8.5,12,100,-4200,7.95088,-0.61,-0.01,0.01,0.01,0.01,0.17,0.02,0.17,0.18,-0.1,-0.1527,-0.0003,0.0173,-0.7,-1.9,-16.9,0.531,1.866,-0.129,0.028,0.04,-0.06,35.35,-901.58,4.2014,5.3412,0.83,0.145
1.11.2011,36.45045455,37.13318182,37.73090909,-6.16454545,-6.95909091,-8.42727272,-8.79181818,26.29604898,27.41457989,27.82460888,45.59,83.1576767,0.226,11211.8,98.884,1250048,98.5682,102.9586,100.2138,8.6,2556,2913,2009,389250,21971,41,41.5,711,171,1292.9104,0.91,-0.07,-0.03,0.9079,31.94,1.70469697,2.964848485,3.614761905,1.22,2.9,-0.094404911,-0.068157569,-0.018492146,-0.012983305,-0.012232063,-0.006178899,-0.004605004,-0.003443384,-0.00086616,-10.185,0.885,1.6792,167,1.5,1,3.7,5,1,-11,29,7.2,0,35,4732,9781,7240,53.5,14.5,-32400,-45600,14.97284,4.44,0.01,-0.01,0,0,-0.14,-0.01,-0.16,-0.15,-0.12,0.9165,0.0038,0.005,0.7,0.2,-3,0.987,1.683,-0.064,-0.104,-0.01,-0.02,1006.12,3362.87,14.0846,16.4365,0.706,0.218
1.12.2011,34.94318182,36.41045455,36.38,-2.36818182,-3.35818182,-5.04045454,-7.115,23.28708766,24.86730539,26.1660542,39.4,85.34132385,0.458709677,11330.5,98.928,1261003,98.4638,102.6694,100.2958,8.5,2678,2873,1959,377000,21954,41.1,41.6,694,130,1303.827,0.89,-0.06,-0.02,0.9334,25.05,-2.768506494,-2.273419913,-1.857142857,-2.9,6.2,-0.064442356,-0.047668336,-0.013431823,-0.003860058,-0.005753423,-0.005145014,0.006110818,0.00288154,-0.000169151,128.163,1.4836,-1.0933,-133,0.2,56,5.4,18,37,-5,11,19.9,-0.1,-38,8304,13681,9306,-16.3,19.9,14200,7100,11.36952,-2.35,-0.01,0,0,0.01,-0.03,0.02,-0.01,-0.02,0.07,0.2372,-0.0219,-0.0013,-0.4,-0.7,-5,0.103,1.479,-0.043,-0.088,0.04,0.05,1862.09,4729.68,8.5321,-2.5923,0.943,0.397
1.01.2012,30.68454545,31.82909091,32.605,-1.12272727,-1.65636364,-3.03545454,-5.53045455,23.20971089,23.39466639,24.42449918,34.7,79.63497162,0.291612903,11426.7,99.311,1268460,98.3824,101.9127,101.3073,8.3,2474,2908,1957,377750,21946,41.2,41.8,723,133,1321.3672,0.84,-0.05,-0.01,0.9376,20.23,3.72952381,4.177619048,4.148095238,2.82,5.1,-0.032283761,-0.02506324,-0.008067414,-0.007150888,-0.007019386,-0.004843431,-0.003363986,-0.002515042,-0.001310067,55.031,1.5466,-1.5103,386,-0.2,60,8,15,30,6,97,15,0.1,13,1347,11257,6348,36.1,20.6,21200,21400,13.38584,1.22,0.01,0.02,0.02,0,-0.01,-0.01,-0.06,-0.02,-0.09,-0.8327,-0.0063,-0.0105,0.8,0.2,9.2,0.534,1.164,-0.04,0.113,0,-0.07,577.59,-2368.2,33.1478,6.3653,1.111,0.502
1.02.2012,27.60238095,28.90571429,29.6347619,0.61809524,0.25809523,-0.48380952,-2.64809524,18.19247837,20.89797591,21.90897082,33.01,92.44582367,0.63862069,11514,99.912,1273029,98.2777,101.9338,101.124,8.3,2610,2848,2051,363250,21947,41.2,41.8,704,135,1344.4473,0.83,-0.01,0.02,0.9118,18.42,7.607619048,6.781904762,6.07,8.64,0.3,-0.040470261,-0.03154767,-0.010254777,-0.013313509,-0.011371131,-0.005127622,-0.014907278,-0.01048616,-0.003350589,84.315,0.716,0.9791,290,-0.5,31,6.5,3,22,0,26,12.3,0.1,-10,2415,15172,13253,5.3,13.8,53600,41400,5.6253,-4.88,0.02,0.06,0.05,0.04,0,0.02,-0.03,-0.02,-0.02,1.506,0.028,-0.0163,0.7,0.7,7.3,-0.324,0.496,0.052,-0.121,0.04,0.07,839.04,-1640.69,40.1813,44.6113,0.571,0.475
1.03.2012,26.76954545,28.22545455,28.63772727,0.64636364,0.40136364,-0.2,-2.21,20.48728957,19.54697429,20.79848125,29.81,88.75997925,0.227096774,11557.9,99.781,1271849,96.7006,100.1702,100.5688,8.2,2708,2788,1940,366600,21943,41.1,41.6,695,147,1350.9779,1.02,-0.05,0.01,0.9131,16.17,5.484545455,5.472532468,5.015411255,6.12,0.9,-0.022386322,-0.018223123,-0.006662508,-0.002426936,-0.002637344,-0.002354875,-0.000505477,-0.001658388,-0.002414246,52.808,0.8731,-1.6375,78,-0.4,37,3.2,-4,26,12,29,6.4,0,22,-7637,5075,6276,20.7,10.7,-39200,-53000,13.71923,5.01,0.03,-0.01,0.02,0.03,0.2,0,0.16,0.17,0.11,3.9959,0.002,-0.0029,0.1,2.3,-0.2,0.775,1.367,-0.044,-0.231,0.05,0.12,1870.93,616.24,14.6519,32.9761,0.622,0.337
1.04.2012,24.22428571,25.12809524,25.91571429,-0.51761905,-0.62666667,-1.01285715,-2.74666667,17.69095662,19.20741903,18.88211081,27.97,96.01668549,0.367,11611.8,99.874,1275997,97.4657,101.0487,100.8647,8.2,2624,2878,1940,381750,21931,41.2,41.7,753,150,1368.4872,0.89,-0.06,0,0.9133,17.82,-4.058045455,-3.592818182,-3.333363636,-6.03,0.2,-0.004181448,-0.004181218,-0.002611163,-0.005757784,-0.004188554,-0.001473372,-0.009161499,-0.007039099,-0.003384405,59.665,0.9345,-0.8957,-204,-0.1,12,2.6,-7,15,3,13,14.3,0,-8,-1546,3281,8265,9.5,16.4,-15400,-19200,15.47842,1.02,0.01,0,0,-0.01,-0.12,-0.02,-0.14,-0.13,-0.04,-1.2135,0.0176,-0.001,-0.2,-1.1,-7.4,0.582,1.218,0.088,-0.259,0.05,-0.07,1711.41,3209.45,14.6398,1.161,1.071,0.376
1.05.2012,25.09521739,26.23434783,26.77173913,-2.29913044,-2.52434782,-2.55826087,-3.96391304,21.41675262,19.80457717,20.03108239,30.11,78.17115784,0.260645161,11611.6,99.88,1279867,98.0038,101.9524,99.6853,8.2,2550,3006,1690,373500,21911,41.1,41.6,708,159,1378.9102,0.76,-0.07,-0.01,0.9383,21,-10.19780435,-10.41052174,-10.00952174,-9.08,2.9,0.014161707,0.009477627,0.001285797,0.001727129,0.003296,0.001970899,-0.005577045,-0.00297612,-0.000621692,5.333,0.7233,0.5247,321,0.4,2,2.3,-14,10,1,49,10.3,0,-1,662,1294,4553,18.9,28.1,-23300,-27500,14.15275,-0.88,0.02,0.01,0.01,0.01,-0.25,-0.01,-0.15,-0.27,-0.18,-1.5856,-0.0076,0.0169,-1.7,-1.8,-6.9,0.231,1.389,0.051,-0.056,-0.06,0.07,2354.16,-4729.08,5.2638,-4.7654,0.801,0.33
1.06.2012,32.04238095,32.38333333,32.78619048,-3.75238096,-4.12904762,-4.83476191,-5.79761904,30.81675328,26.56440326,24.0580694,36.65,77.82243347,0.347333333,11604.7,99.776,1276299,97.7299,101.5495,99.6711,8.2,2747,2806,1817,379200,21930,41.1,41.7,757,211,1397.9776,0.71,-0.07,-0.01,0.9576,21.13,-14.3615528,-13.56824017,-12.3715735,-15.18,-6.1,-0.034917143,-0.027390891,-0.009063328,-0.00152758,-0.002240993,-0.001258715,-0.000505965,-0.002270616,-0.002379844,0.523,1.2965,0.9642,217,0.7,25,-1,17,9,0,-13,5.8,0,3,-321,2632,5947,19.1,34.6,2300,-2100,12.61009,0.21,0,0,0,0,-0.18,0,-0.05,-0.18,-0.16,-0.3516,-0.0368,0.0183,-1.2,-2,-6.2,-0.415,2.425,-0.05,-0.308,0.05,0.02,2615.72,2241.84,3.9676,-11.0297,0.851,0.297
1.07.2012,30.85318182,31.30818182,31.44681818,-1.04136363,-1.56136363,-2.04454545,-4.38454545,33.09435001,32.01697922,28.93321581,35.58,82.80802155,0.316451613,11527.5,99.985,1278728,97.8123,101.6949,99.816,8.2,2662,2984,1773,372500,21913,41.1,41.7,740,189,1413.6534,0.62,-0.06,-0.01,0.9783,17.56,6.796493506,5.890670996,5.355367965,7.46,-0.9,-0.031167042,-0.02488197,-0.008512711,0.00510267,0.004231804,0.001753859,0.005367204,0.002786281,-0.000600839,-83.441,-1.1497,-0.3166,-135,-1,36,-2.9,11,23,5,6,11,0,7,6468,11478,12916,39.7,21.7,29000,29300,11.57211,-1.89,0,0.01,0,0,-0.09,0,-0.09,-0.09,-0.24,-0.3804,0.0037,-0.0138,0.2,-0.8,-3.2,-0.313,1.715,0.09,-0.15,0.04,0.09,2883.79,478.94,35.3911,-14.8348,1.029,0.294
1.08.2012,27.79086957,28.9273913,29.36608696,0.43565218,-0.27913043,-1.38130435,-4.25521739,20.6187534,27.34163029,28.64077338,31.72,74.87835693,0.48483871,11513.8,100.005,1277591,97.3109,101.3299,100.2827,8.1,2784,2811,1846,373250,21916,40.9,41.5,754,168,1425.8485,0.71,-0.03,0.01,0.9681,15.69,9.954624506,9.288873518,8.694466403,10.74,2,-0.022363077,-0.018303553,-0.006568977,0.005151927,0.00613918,0.001821495,-0.000117254,-8.75E-05,-3.18E-07,-26.608,0.7369,0.7706,-185,0.3,11,-0.9,16,-11,7,31,0,-0.1,-11,-24800,-10857,6874,39.1,4.8,2900,-600,13.09426,0.88,-0.03,0,-0.01,-0.01,0.15,0.02,0.12,0.18,0.11,-0.2439,0.0129,-0.0218,3.2,2,0.8,-0.602,0.551,-0.325,-0.195,-0.02,0.05,3467.76,5768,14.2016,-3.5192,1.115,0.287
1.09.2012,29.013,30.2955,30.814,0.095,-0.556,-1.557,-5.096,19.63422004,20.29256731,25.37897211,33.87,69.28050995,0.163666667,11610.3,100.146,1279516,97.0022,101.2382,100.6741,7.8,2538,2819,1863,381800,21925,41,41.5,847,202,1434.3768,0.67,-0.03,0,0.9386,15.28,0.35573913,0.945717391,0.70076087,-0.5,4,-0.019135098,-0.015663406,-0.005530376,-0.000842409,-0.003159641,-0.002887059,0.003116609,0.000841187,-0.000121578,105.782,-0.2989,0.1916,397,0.2,3,-4.5,13,-9,3,28,-3.4,0.1,2,16818,3844,12788,32.5,13.5,-55800,-63400,8.52356,-2.78,0.01,0.01,0,0,0.04,-0.01,-0.05,0.03,0,-0.5556,0.0404,-0.0141,2.7,2,17.1,1.053,0.898,-0.385,-0.22,0.02,0.05,1529.47,2352.67,17.4612,5.1917,1.299,0.315
1.10.2012,27.84913043,28.93043478,29.57130435,-0.75608695,-0.90521739,-1.61086956,-4.07086956,24.09949701,22.46401737,21.94217597,33.27,81.66366577,0.35516129,11712.5,100.139,1274571,97.0364,100.997,101.1972,7.8,2635,2859,1796,368500,21903,41,41.5,915,231,1449.3158,0.71,-0.06,-0.01,0.9323,16.28,-1.514,-2.0005,-2.121630435,-1.15,4.3,-0.006945779,-0.00632084,-0.002678113,0.001516889,-0.001296311,-0.002431195,0.009019669,0.004342726,1.09E-05,94.095,-0.9863,1.6295,394,-0.2,11,-9.3,13,2,5,36,11,-0.1,0,1776,6739,1002,33.5,16.9,16900,8600,14.1308,3.31,0.02,-0.01,0.01,0,0.03,-0.02,0.02,0.01,-0.04,0.8779,-0.0046,0.0089,0.3,0.4,4.5,0.905,0.617,-0.094,-0.09,0.02,-0.03,1095.24,2851.84,6.2787,0.2171,1.171,0.443
1.11.2012,25.28636364,26.45454545,27.44363636,-0.22318182,-0.50590909,-1.32590909,-3.21909091,21.64802737,23.01565991,22.27363708,30.65,81.38964081,0.147666667,11891.8,100.575,1298060,97.4656,101.2396,101.3468,7.7,2620,2776,1745,401250,21883,41,41.5,833,166,1457.2878,0.67,-0.07,-0.02,0.9388,16.7,-1.992727273,-1.922272727,-1.614505929,-2.65,0.1,-0.003263098,-0.003899718,-0.002131554,0.011370293,0.006226973,0.000206455,0.016586869,0.009375243,0.002220309,190.256,1.149,-0.4456,-216,-0.6,5,6.2,10,3,-14,74,3.1,0,-11,-4328,-2328,6226,21.1,37.8,35000,21000,19.1353,2.89,0,-0.01,-0.01,0,-0.1,0,-0.04,-0.1,0.03,2.0173,-0.0112,0.0098,-1.5,-1.5,-6.7,-0.1,0.439,0.072,-0.018,0.05,0.06,916.89,3769.92,22.8651,25.5777,1.092,0.468
1.12.2012,23.41428571,24.6652381,25.19619048,-1.28904762,-1.37809524,-1.98190476,-3.79,19.1389816,20.54358557,21.88393749,28.95,74.83155823,0.289677419,12227.2,100.617,1302868,97.4318,100.6394,101.6169,7.9,2756,2901,1861,359000,21887,41.2,41.7,976,213,1474.4843,0.7,-0.09,-0.04,0.9213,17.34,-0.330772727,-0.493727273,-0.694363636,0.43,-9.8,0.009098528,0.005797388,0.000968099,0.007969013,0.002649097,0.001089737,0.0131195,0.008349803,0.003927901,350.528,0.8008,0.1911,290,-1.4,55,5,40,17,-7,10,5.8,0.2,50,16303,13488,6358,19.5,53.4,29100,24500,15.43589,-2.27,0,-0.02,-0.02,-0.02,0.07,-0.02,0.03,0.07,0.15,2.76,0.0177,-0.0072,-0.6,0.1,3.7,0.098,0.812,-0.01,-0.087,0.03,0,1384.72,3393.26,32.5472,24.2607,1.195,0.328
1.01.2013,20.78,21.74130435,22.47521739,-1.58304348,-1.73913043,-2.29565217,-3.81956522,15.2985415,17.50874533,19.00900476,24.11,90.65749359,0.366451613,11508.6,101.002,1307206,97.4073,100.7956,101.9113,8,2780,3115,1891,353000,21869,41.1,41.6,888,223,1485.0669,0.81,-0.07,-0.03,0.9234,13.51,3.126681818,3.097363636,2.723,3.47,0.9,0.009739312,0.009274448,0.003042616,-0.002781706,-4.26E-05,0.002507107,-0.018061071,-0.006888092,0.001330398,-722.703,-1.9251,1.9273,135,-2,49,4.5,22,10,13,38,13.1,-0.1,-31,-8195,5483,12266,14.8,-0.4,65800,66800,14.05164,-0.87,-0.02,0,-0.01,-0.01,0.19,0.01,0.13,0.21,0.17,5.2676,-0.018,0.0023,1.6,0.9,-1.3,0.787,0.793,0.108,-0.124,0.04,0.04,1215.04,-1330.07,-5.0714,4.7735,1.338,0.407
1.02.2013,19.361,20.331,20.759,-2.7035,-2.7735,-2.871,-4.561,11.66379848,13.70897098,16.02601013,23.4,81.59033203,0.366071429,11481.2,100.96,1312035,97.8819,100.8208,101.6704,7.7,2713,2799,1766,353000,21881,41.3,41.9,962,222,1491.5265,0.85,-0.05,-0.03,0.9212,14.07,3.749318182,3.794636364,3.4915,3.09,3.8,-0.011157366,-0.00858901,-0.002780819,-0.010388114,-0.001316129,0.003003742,-0.007855398,-0.00233924,0.002270302,-32.151,0.8981,0.1044,-451,0.8,57,5.8,38,8,5,22,3.7,0.2,20,13155,15509,2119,-4.9,-23.4,103600,96500,16.30962,1.25,0.01,0.03,0.01,0.01,0.07,0,0.03,0.06,0.09,3.9435,-0.0491,0.0177,1.7,2,1.3,0.058,0.487,-0.118,-0.098,0.05,0.02,275.63,-3175.02,-4.4169,3.2381,1.319,0.463
1.03.2013,17.4995,18.295,18.875,-1.6355,-1.961,-2.08,-4.2955,14.05463113,13.03663268,13.94649348,20.07,75.89672089,0.54483871,11517.7,100.974,1304969,98.4564,101.2765,101.4226,7.5,2462,2826,1830,351800,21870,41.4,41.9,1010,218,1499.8176,0.82,-0.05,-0.03,0.9466,13.03,-6.5305,-5.9415,-5.5885,-7.58,1,0.005746119,0.004092865,0.000835958,-0.011512224,-0.004113692,0.00117611,-0.012741401,-0.004845087,0.001422695,48.874,0.415,-0.7006,-307,0.6,22,1.1,18,8,-5,-4,2,0,-10,-20764,-4011,-21,6.9,42,89700,78000,11.08846,-3.05,-0.01,-0.01,-0.01,-0.01,-0.02,0,-0.02,-0.01,0.04,1.7684,-0.0394,0.0146,-1.6,-2,-7.7,-1.164,1.488,-0.17,-0.386,0,-0.03,1346.43,1849.03,-1.7073,-11.2399,1.086,0.398
1.04.2013,20.9,20.56590909,20.40363636,-2.34818182,-2.265,-2.47045455,-3.51772728,18.76398676,16.56319666,15.22668956,23.63,95.10787201,0.315,11580,100.967,1303671,98.1548,101.015,101.2335,7.6,2487,2908,1953,347250,21869,41.3,41.8,835,200,1507.2802,0.71,-0.09,-0.06,0.9366,13.97,-6.117,-5.275409091,-4.446181818,-6.22,-2.2,-0.001705096,-0.000865794,-0.000221382,-0.02253074,-0.021699179,-0.007779104,-0.012897186,-0.009709808,-0.003034963,53.725,-0.6677,0.7491,389,-0.5,-7,-2.7,-6,3,-2,31,0.3,-0.1,-17,11353,6824,3969,29.6,25,76700,73400,11.05136,-0.06,0.01,-0.03,-0.02,-0.03,-0.2,-0.04,-0.12,-0.21,-0.21,2.9882,0.0231,-0.0057,-1.9,-1.1,-13.1,-0.065,-0.064,-0.195,-0.335,0.05,0.07,1012.78,1250.64,31.9443,-0.9982,0.717,0.358
1.05.2013,21.35391304,21.47608696,21.25826087,-2.55565217,-2.58695652,-2.91,-3.34739131,25.86673562,22.80106487,20.31056263,23.88,83.71731567,0.266774194,11631.6,101.221,1317695,98.0547,100.7435,102.2628,7.5,2674,2631,1986,347750,21864,41.3,41.7,930,206,1510.2915,0.84,-0.07,-0.03,0.9557,13.49,-0.148478261,-0.368656126,-0.293992095,0.31,8.1,0.012640192,0.009668496,0.002800289,-0.009544107,-0.010195516,-0.004696925,-0.000979918,-0.001022953,-0.000610221,68.894,-0.5218,1.7428,142,0.3,38,4.6,33,-1,1,29,4.4,0,24,8717,13375,-3922,20.8,16.3,105200,97300,12.16598,0.6,-0.04,-0.02,-0.01,0,0.17,0.04,0.17,0.21,0.2,3.1604,-0.0014,0.0009,1.1,-0.3,-5.7,0.011,-0.709,-0.135,-0.122,0.01,-0.06,2165.29,5498.78,-9.7356,-3.2768,0.748,0.386
1.06.2013,20.0415,20.408,20.7895,-1.928,-2.33,-3.6135,-4.113,21.26174512,23.76467164,22.3839829,22.84,82.9730072,0.210666667,11629.7,101.214,1314033,98.3627,100.7892,102.2582,7.5,2680,2851,1876,344600,21840,41.2,41.8,839,205,1521.7435,1.2,-0.04,0,0.9331,17.27,0.064478261,-0.022934783,-0.141826087,0.36,-0.4,0.009493806,0.007790032,0.00272593,-0.004371713,-0.00609745,-0.003261691,0.006784424,0.003613819,0.000480299,1.792,-0.1089,0.5015,213,-0.4,32,2.4,26,6,-2,59,5.4,0,-17,12752,26561,3270,0.4,13.5,84600,81000,13.04461,0.45,-0.02,0.01,0.01,0.02,0.37,0.04,0.38,0.39,0.4,-3.6836,0.0196,0.0118,0.1,-0.1,-0.8,0.079,1.97,-0.097,-0.037,0.02,-0.01,1294.26,3916.75,-12.4842,-7.2479,0.968,0.423
1.07.2013,20.59695652,20.80130435,20.85565217,-1.16434782,-2.09956522,-2.51913044,-3.72869566,17.77690744,19.83629608,22.07209696,24.05,73.97581482,0.145483871,11605.6,101.34,1314276,97.3884,100.2019,102.1684,7.3,2493,2768,1791,346000,21815,41.2,41.7,880,215,1531.7469,1.4,-0.05,-0.02,0.9449,13.97,4.085956522,3.257282609,2.663565217,5.01,1,0.02372293,0.018222407,0.005268402,0.003013633,0.000751818,-0.001026038,0.016353867,0.012066353,0.003660817,-27.058,-1.7713,0.0309,-150,0.9,-18,-1,4,-22,2,42,7.8,0,24,-24230,6366,4432,16.2,10.8,89400,84700,14.35163,0.69,0,-0.01,-0.02,-0.02,0.28,-0.02,0.2,0.28,0.07,2.4377,-0.0314,0.0088,-0.2,0.1,-4.4,0.65,0.722,-0.094,-0.23,-0.01,0.05,2145.9,3527.38,-21.7334,-8.841,1.187,0.381
1.08.2013,20.05272727,20.5,20.50863636,-0.79318182,-1.20090909,-1.49681818,-3.61227273,12.31765713,15.30678415,17.5414271,24,90.95674896,0.315483871,11628.9,101.453,1319628,97.8859,100.0822,102.4515,7.2,2475,2688,1677,333400,21831,41.3,41.9,917,207,1533.2954,1.52,-0.04,-0.01,0.9261,14.21,3.022134387,2.370217391,1.949980237,3.35,-3,-0.001083351,-0.000284129,0.000326803,-0.003791405,-0.003417427,-0.001496064,0.003869037,0.004180548,0.002856158,26.766,1.4942,-0.3632,6,0.3,50,0.8,19,30,0,66,6.2,0.1,-12,1230,3712,8644,11.4,14.4,108000,105000,14.42204,-0.02,-0.01,0,0,0.01,0.16,0.02,0.13,0.17,0.21,-1.8604,0.0326,0.0005,1.2,0.3,5.8,-0.233,2.16,-0.067,-0.316,0.02,-0.05,2039.11,3280.58,-10.6383,-18.5217,1.302,0.341
1.09.2013,21.63238095,21.83238095,21.59142857,0.19857143,-0.34714286,-2.06666667,-3.71904762,18.04222611,15.41338062,16.33910661,24.27,100.4593277,0.231666667,11681.3,101.743,1323701,98.1801,100.3351,101.367,7.2,2604,2691,1797,314000,21835,41.3,41.8,850,182,1539.9693,1.6,-0.06,-0.04,0.9231,14.69,0.805670996,0.628809524,0.156645022,0.32,-4.6,-0.006517298,-0.004741548,-0.001275245,-0.010457645,-0.009509617,-0.005304243,-0.007298695,-0.004317986,-0.000323077,54.652,0.8067,0.9556,82,-0.2,55,4,32,17,1,67,12.4,-0.1,-5,13622,16897,9499,28.9,20.2,88000,81300,14.75151,0.13,0,-0.02,-0.03,-0.01,0.07,-0.01,0.08,0.07,0.1,1.3977,0.038,-0.0065,-0.8,-0.1,-1.2,-0.131,1.122,0.091,-0.098,0.01,-0.06,1988.4,3889.46,-9.3624,-10.24,1.254,0.355
1.10.2013,18.25347826,18.60608696,18.78913043,-1.73956521,-2.65086956,-3.13739131,-3.62565218,17.73510674,17.96910322,16.36026404,21.62,72.95311737,0.497096774,11651.7,102.028,1331422,98.5327,100.7403,101.4845,7.2,2823,2639,1737,358500,21830,41.2,41.9,925,219,1549.3699,1.37,-0.04,-0.01,0.9025,15.41,-1.814327122,-0.842939959,-0.045755694,-2.52,-4.3,-0.018257739,-0.014157447,-0.003989472,0.00345053,0.001176051,-0.001113331,0.009534036,0.007893503,0.003214719,-34.107,-0.4004,0.9479,-1014,-2.3,46,1.2,21,12,12,21,-11.5,0,32,-6670,9044,9975,38.8,46.9,102600,94000,13.80291,-0.57,0.01,0.03,0.04,0,-0.19,-0.01,-0.24,-0.2,-0.12,-1.44,0.0213,0.0021,0.6,-0.2,1.1,-0.293,0.296,0.01,-0.177,0.04,0.11,2463.85,2720.46,4.9855,-3.3368,1.013,0.49
1.11.2013,18.03380952,18.19666667,18.60047619,-2.1747619,-2.58666667,-2.88142857,-2.10904762,17.3759413,17.51800913,17.80771956,19.97,77.77902222,0.232,11697,102.456,1347662,98.5097,100.395,100.969,6.9,2409,2586,1695,328200,21843,41.4,42,1100,223,1558.6031,1.37,-0.01,0.02,0.9129,12.92,-1.536625259,-0.883250518,-0.046149068,-1.29,1.9,-0.004535215,-0.004813493,-0.001963853,0.002123642,0.002271857,0.000502483,0.005922149,0.00601216,0.003609281,43.782,-0.2739,-0.921,592,1.5,54,-2.2,32,13,10,62,11.2,0.1,-34,9427,12345,10153,11,-3.4,95100,89300,16.06973,1.18,-0.01,0.02,0.02,0,0.1,0.01,0.01,0.11,0.11,2.3037,0.0002,0.0123,0.7,-0.1,-4,0.345,-0.101,-0.045,-0.173,0.05,0.05,-1666.81,-2602.42,13.5602,3.0152,0.936,0.551
