date,AvgSKEW,RP30,RP60,RP90,ATM30,ATM60,ATM90,ATM180,ATM270,ATM360,brent,CO1,CO3,CO6,RR_30,RR_60,RR_90,RR_180,CO31,CO63,CO61,RV30,RV60,RV90,FinancialUncertaintyH1,MacroUncertaintyH1,MacroUncertaintyH3,RealUncertaintyH1,RealUncertaintyH3,GPR,InfectEMVIndex,IPCONGD,IPNMAT,UNRATE,UEMPLT5,UEMP5TO14,UEMP15T26,ICSA,AWHMAN,NONREVSLAR,GS10,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,VIXCLS,MichiganConsumer,FinancialUncertaintyH3,FinancialUncertaintyH12,MacroUncertaintyH12,RealUncertaintyH12,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPL,IPNCONGD,IPBUSEQ,IPFUELS,CLF16OV,UEMPMEAN,USGOOD,CES1021000001,USCONS,DMANEMP,NDMANEMP,USTPU,USWTRADE,USGOVT,CES0600000007,AWOTMAN,HOUST,HOUSTNE,HOUSTW,DGORDER,AMDMUO,BUSINV,M1SL,M2REAL,BOGMBASE,NONBORRES,BUSLOANS,REALLN,NONREVSL,FEDFUNDS,TB3MS,TB6MS,GS1,GS5,EXSZUS,EXJPUS,EXUSUK,EXCAUS,WPSFD49502,WPSID61,PPICMM,CPIAPPSL,CPIMEDSL,CUSR0000SAD,DDURRG3M086SBEA,DTCOLNVHFNM,DTCTHFNM,INVEST,CUSR0000SAS,DSERRG3M086SBEA,CES0600000008,CES2000000008
1.04.2017,138.1921053,-6.153750587,-0.942602809,-2.405220444,27.05789474,28.04631579,28.44578947,28.43368421,28.30315789,28.07631579,54.21421053,53.87684211,54.59157895,54.97315789,-3.102631579,-4.181052632,-4.663157895,-5.046842105,0.714736842,0.381578947,1.096315789,20.90414415,27.10371298,26.04056903,0.675205612,0.581348128,0.715702138,0.586962457,0.701210786,119.4599228,0.738,100.3398,101.0219,4.4,2324,2070,979,227800,41.9,5.08,2.3,-0.1,0.03,0.14,0.92,1.4,2.97,13.14,0.1,-0.007178019,-0.003088262,-0.001406413,0.001094622,20.417,30.7,-0.034,-4904.0,0.3374,2.9641,0.3889,208,-1.0,32,10.4,14,3,4,2,0.3,6,0.2,0.1,-44,-31,5,60,822,-1393,0.7,18.7,-34600,-43000,0.5855,16.8969,11.47486,0.11,0.06,0.06,0.03,-0.19,-0.0006,-2.8255,0.0292,0.005,1.2,1.1,3.0,-0.096,-0.678,-0.163,-0.094,-1939.84,-3773.95,-0.6058,0.519,0.391,0.09,0.04
1.05.2017,128.5481818,-2.144212204,-4.365790303,-1.680939687,29.7873913,29.30391304,28.87782609,28.24434783,28.36913043,27.93695652,51.33391304,51.45217391,51.95913043,52.40086957,-3.106086957,-4.015217391,-4.280869565,-4.56826087,0.506956522,0.44173913,0.948695652,27.6431791,24.93812274,27.1968864,0.678249159,0.578975125,0.715168313,0.585942177,0.702669235,102.5799637,0.166129032,100.7988,101.1211,4.4,2116,1970,1075,239000,41.9,4.25,2.3,-0.02,0.11,0.21,0.93,1.39,2.94,10.86,0.1,0.001589445,-0.000444199,-7.86553e-05,0.002143753,95.749,89.9,0.062,5737.0,0.9317,-0.1074,0.8915,-277,0.6,29,5.1,15,9,0,17,-0.1,12,0.1,0.1,11,1,23,373,-4393,4637,64.9,25.6,-47300,-55900,4.3639,15.9406,9.65013,0.01,0.09,0.09,0.08,0.02,-0.0142,2.1526,0.029,0.0169,-2.6,-0.6,-2.6,-0.65,-0.026,-0.218,-0.222,1231.23,2572.7,13.6585,1.29,0.659,0.12,0.12
1.06.2017,130.3409091,3.951235953,1.905085839,-0.78555144,28.54727273,28.55590909,28.615,29.26909091,29.27681818,28.40545455,47.65272727,47.66227273,48.22772727,48.99045455,-1.995,-2.657727273,-2.989090909,-4.058636364,0.565454545,0.762727273,1.328181818,32.49850868,30.46099493,27.82944856,0.678853236,0.572945242,0.710278081,0.584501549,0.703794781,126.7890167,0.368666667,100.3101,101.5264,4.3,2321,1924,916,248000,42.0,4.72,2.19,-0.06,0.05,0.16,0.73,1.15,2.64,10.51,-2.1,0.000642541,0.000167953,-0.00227761,0.001753612,10.73,4.8,0.343,4650.0,-0.4535,-0.0092,-0.4878,124,-0.1,47,3.9,31,8,5,21,6.0,13,-0.1,0.0,92,77,14,15949,13628,8336,8.8,6.2,-11600,-19300,1.3379,12.1142,10.76221,0.13,0.09,0.07,0.08,-0.07,-0.0186,-1.3295,-0.0119,-0.0311,0.0,0.0,1.1,-0.143,1.511,-0.417,-0.239,-374.35,3911.39,-8.414,1.321,0.47,0.17,0.31
1.07.2017,134.7705,6.042309855,5.517128791,3.621086996,27.1252381,27.35857143,27.84380952,29.19714286,28.9152381,28.29952381,49.25333333,48.92333333,49.44285714,50.16714286,-1.526666667,-2.61,-3.374761905,-4.38047619,0.51952381,0.724285714,1.243809524,33.16754795,32.87570022,31.46489652,0.682758748,0.57253314,0.709309733,0.58579137,0.704516921,102.8134613,0.142580645,99.9728,101.2598,4.3,2075,2026,1018,250800,42.0,5.95,2.32,-0.08,-0.04,0.07,0.72,1.17,2.55,10.26,-1.6,0.002851894,0.000694105,-0.001616028,-0.000846944,49.775,40.9,0.17,5862.0,0.2905,-0.0947,-1.1045,270,0.0,10,2.5,6,-7,8,-2,1.4,14,0.0,0.0,-43,-44,-32,-19369,-4965,6566,23.7,23.6,32600,27200,3.473,17.8726,13.61705,0.11,0.09,0.02,0.02,0.1,-0.0077,1.5029,0.0186,-0.0605,0.2,0.0,0.8,-0.14,1.787,-0.526,-0.354,210.5,-455.53,1.8883,1.174,0.323,0.14,0.22
1.08.2017,136.4434783,-0.5948152,2.686143233,3.035521158,26.10173913,26.75782609,27.45869565,28.44521739,27.74434783,26.88652174,51.92782609,51.88173913,51.73391304,51.9726087,-1.432173913,-2.806521739,-3.78173913,-4.954782609,-0.147826087,0.238695652,0.090869565,25.50692393,29.44396932,30.49421681,0.697014583,0.58030999,0.714908222,0.592179723,0.707585892,138.5316162,0.474516129,99.7678,99.1976,4.4,2258,2065,1107,247750,42.0,3.17,2.21,-0.15,-0.05,0.07,0.62,1.05,2.47,11.98,3.4,0.011273886,0.003291735,-0.000118732,-0.000955681,18.79,12.0,0.08,8116.0,-0.4692,0.344,-1.355,124,-0.6,82,5.1,34,35,9,20,2.3,-64,0.1,0.1,-47,-11,-2,4624,-3801,10990,39.2,2.5,114600,110200,7.8621,10.5227,7.28921,0.01,-0.06,0.0,0.01,-0.09,0.0049,-2.59,-0.0044,-0.0082,1.5,1.0,8.8,0.022,0.92,-0.188,-0.2,-245.13,-656.13,3.1584,1.401,0.327,0.13,0.19
1.09.2017,137.0926316,-4.879076679,-2.294124931,-0.113177376,24.12904762,24.73142857,26.54619048,26.94428571,26.20714286,25.33857143,55.55761905,55.26904762,54.9247619,54.83285714,-1.690952381,-2.957619048,-3.915238095,-4.551904762,-0.344285714,-0.091904762,-0.436190476,19.24997094,22.43730364,26.4330131,0.715104099,0.585553242,0.718835775,0.595894097,0.709117091,115.5344467,0.217,99.6665,95.6504,4.3,2245,1905,1024,272400,41.9,3.94,2.2,-0.12,0.0,0.13,0.65,1.05,2.48,10.44,-1.7,0.014197606,0.004564068,0.000495818,-4.58032e-05,34.775,32.9,0.593,7270.0,-0.4783,1.5257,-3.255,554,2.1,23,1.7,11,12,-2,26,-0.6,23,-0.1,-0.1,22,-7,27,4596,-66,3104,-16.6,-11.1,-35500,-49300,18.8064,5.018,9.09113,-0.01,0.02,0.04,0.05,0.02,-0.0028,0.949,0.0388,-0.0329,2.3,1.4,3.9,0.369,-0.009,-0.004,-0.276,746.98,152.76,10.5114,1.542,0.494,0.15,0.28
1.10.2017,140.5036364,0.881735713,-2.515197876,-2.232312192,22.91727273,24.31636364,25.12681818,25.94045455,25.69045455,24.97818182,57.53636364,57.475,56.96727273,56.56181818,-2.140454545,-3.606363636,-4.299090909,-4.821818182,-0.507727273,-0.405454545,-0.913181818,23.79900844,21.80116576,22.89450599,0.708861889,0.584293946,0.716694943,0.598751219,0.709582504,91.46157074,0.22483871,100.4711,99.7143,4.2,2126,1961,925,242250,42.0,6.71,2.36,-0.08,0.08,0.25,0.83,1.21,2.45,10.13,5.6,-0.002859304,0.00151288,-0.001012061,-0.000691766,50.38,44.0,0.086,7927.0,0.7889,1.2441,4.5857,-831,0.1,32,1.3,18,11,2,17,4.8,28,0.1,0.1,76,48,-41,1559,-605,771,35.1,18.2,-44600,-46900,9.1562,23.4665,15.5174,0.0,0.04,0.08,0.12,0.18,0.0196,2.1388,-0.0138,0.0328,0.8,1.1,1.5,0.202,0.481,-0.279,0.213,18.1,-578.78,10.1609,1.486,0.585,0.1,0.04
1.11.2017,130.9509524,-0.761820412,-0.307709564,-1.390850755,23.39681818,23.47363636,23.49545455,23.80909091,23.41454545,22.93818182,62.83636364,62.76590909,62.26636364,61.67363636,-2.161363636,-3.191363636,-4.007272727,-5.14,-0.499545455,-0.592727273,-1.092272727,22.63499777,23.1659268,22.10460379,0.712450154,0.574693613,0.709181116,0.584592031,0.700608429,92.59601593,0.17,99.9445,100.1681,4.2,2278,1886,987,247750,42.0,5.76,2.35,0.07,0.2,0.4,0.89,1.19,2.41,10.54,-2.2,0.004497263,0.003536146,-0.001565861,-0.001900382,29.112,51.3,0.63,11198.0,-0.3601,0.4224,0.3277,270,-0.5,57,4.2,37,19,-4,17,0.0,18,0.2,0.0,16,-57,55,-111,-3122,7930,24.7,-4.1,77800,67400,-7.2772,17.7103,13.38856,0.01,0.16,0.13,0.16,0.07,0.0094,-0.0958,0.0015,0.0166,2.1,1.2,-2.6,-0.937,0.12,0.145,-0.27,827.74,1850.93,11.4543,1.365,0.553,0.08,-0.05
1.12.2017,133.568,1.3266088,2.2524241,2.46111205,19.285,19.522,20.0995,21.7935,21.998,21.675,64.0235,63.927,63.1225,62.4855,-2.232,-3.053,-3.56,-4.596,-0.8045,-0.637,-1.4415,20.6116088,21.7744241,22.56061205,0.720130883,0.573826572,0.70737044,0.587306005,0.702202001,82.71825409,0.41516129,100.2747,99.6995,4.1,2237,1966,932,242600,41.8,4.51,2.4,0.02,0.17,0.4,0.88,1.1,2.21,10.26,-2.6,0.007459434,0.004077983,-0.000925907,-0.00014328,28.904,27.3,0.927,10438.0,0.2572,-0.0764,-1.3371,-44,-1.5,50,-0.6,23,23,5,13,2.8,5,-0.3,-0.1,-96,-5,10,10257,7291,6545,-20.4,7.7,-56700,-68500,-1.2849,13.6516,10.53656,0.14,0.09,0.11,0.14,0.13,-0.0045,0.1215,0.0187,-0.0004,0.8,0.8,-3.7,-0.79,1.1,0.375,-0.205,713.96,-114.19,34.06,1.419,0.5,0.19,0.18
1.01.2018,126.8195238,0.357797489,1.172444123,1.563930298,18.16090909,18.57227273,19.19681818,20.84590909,21.04954545,20.70863636,68.99272727,68.97954545,68.17545455,67.15681818,-1.185,-1.732727273,-2.167272727,-3.565454545,-0.804090909,-1.018636364,-1.822727273,18.51870658,19.74471685,20.76074848,0.742110681,0.579784441,0.711164579,0.598685484,0.710380575,92.42678833,0.38,100.7267,97.952,4.0,2214,1895,952,231500,41.8,4.94,2.58,0.0,0.18,0.39,0.97,1.17,2.14,11.06,-0.2,0.018548674,0.007359628,0.001844745,0.002294655,28.878,-8.2,-0.247,-19566.0,0.5541,0.5502,-1.1569,379,0.0,40,4.5,11,20,3,-27,-2.3,-16,-0.2,0.1,124,23,14,-13997,-7790,8257,45.6,-14.7,-26200,-28700,4.0882,16.7069,11.58131,0.11,0.09,0.12,0.1,0.2,-0.0266,-2.0695,0.042,-0.034,0.6,1.5,9.0,0.639,1.919,0.032,0.252,-50.07,-2685.85,-11.1062,1.727,0.576,0.21,0.22
1.02.2018,132.4642105,-2.00592377,-3.33614018,-3.27378769,22.5995,22.9435,23.273,24.1355,23.963,23.6425,65.6965,65.894,65.306,64.27,-2.5405,-2.679,-2.964,-3.9785,-0.588,-1.036,-1.624,20.59357623,19.60735982,19.99921231,0.764440251,0.583423325,0.713299576,0.606525551,0.715755025,64.49137115,0.472142857,100.1498,98.6581,4.1,2469,1893,873,208500,42.2,5.94,2.86,0.15,0.33,0.54,1.18,1.44,2.4,22.46,4.0,0.018047858,0.006216945,0.001903057,0.002448788,15.679,18.0,0.056,6936.0,-1.3384,0.6475,-1.5693,864,-1.3,117,7.4,84,23,3,73,2.9,42,0.5,0.1,-22,24,18,8234,-1317,10962,-37.2,1.3,30300,24200,1.5409,14.2516,13.98893,0.01,0.16,0.16,0.16,0.22,-0.0249,-2.901,0.0137,0.0159,0.7,1.8,0.7,1.153,0.746,-0.03,-0.247,-495.6,-3586.29,-18.4633,1.727,0.636,0.19,0.33
1.03.2018,133.8504762,0.215034414,-1.370175494,-3.083666548,23.65571429,23.63428571,24.21761905,24.70619048,24.8447619,24.73571429,66.74,66.50571429,65.81619048,64.76095238,-0.851428571,-1.346190476,-1.943809524,-3.466190476,-0.68952381,-1.055238095,-1.744761905,23.8707487,22.26411022,21.1339525,0.759888699,0.576583634,0.707435175,0.598684276,0.709105933,111.9622955,0.330967742,100.5068,99.3315,4.0,2303,2002,795,203200,42.2,3.81,2.84,0.19,0.36,0.55,1.12,1.33,2.36,19.02,1.7,-0.003025954,-0.000108134,-0.002734775,-0.002656385,34.675,25.8,0.4,-3513.0,-0.1929,0.183,0.9733,-92,1.1,42,7.0,9,26,0,57,12.7,11,0.1,0.0,45,-14,8,8518,4971,-205,44.4,19.0,-54500,-74300,12.6823,9.868,9.02078,0.09,0.13,0.12,0.1,0.03,0.0125,-1.9232,0.0015,0.0345,-0.1,-0.2,-2.1,0.705,1.499,0.017,-0.093,-2729.65,-5360.48,-15.7613,1.607,0.647,0.14,0.19
1.04.2018,126.4757143,4.559966519,1.806085294,0.017851638,24.61142857,24.91571429,24.78190476,24.89428571,25.66142857,25.68428571,71.93333333,71.52904762,70.3752381,68.92380952,0.467619048,-0.424285714,-1.126190476,-2.9,-1.153809524,-1.451428571,-2.605238095,29.17139509,26.72179958,24.7997564,0.768790833,0.580568883,0.707674751,0.613420622,0.71704829,123.2634735,0.491333333,102.2392,100.1119,4.0,2142,1994,888,204750,42.3,4.92,2.87,0.07,0.24,0.46,1.01,1.18,2.16,18.27,-2.6,0.007337113,0.00270904,-0.001588201,0.000829187,20.974,20.0,0.251,-800.0,2.1022,1.1282,0.172,85,-1.5,61,9.2,28,19,5,4,-23.2,14,0.1,0.2,-38,-24,-50,-3166,2428,5287,-8.2,-3.8,-73500,-79900,42.0981,14.6956,11.67859,0.18,0.06,0.06,0.09,0.07,0.0207,1.6094,0.0103,-0.0201,-0.2,1.3,2.6,0.795,0.457,-0.334,0.148,1256.81,1737.92,-23.9364,1.266,0.505,0.1,0.07
1.05.2018,132.8754545,3.966310869,4.067109346,2.727511412,25.60347826,25.2573913,24.89130435,25.18869565,25.78,25.48826087,76.93434783,76.90130435,76.33,74.99130435,-0.305217391,-0.379130435,-0.884347826,-2.900869565,-0.571304348,-1.338695652,-1.91,29.56978913,29.32450065,27.61881576,0.792119686,0.584475122,0.71033857,0.625991232,0.725653657,125.6666183,0.320322581,99.484,99.9592,3.8,1997,1942,935,219750,42.1,5.73,2.98,0.16,0.32,0.57,1.12,1.28,2.3,14.12,-0.8,0.018175548,0.005604757,0.000550752,0.002233819,38.539,35.7,0.35,10086.0,-2.3157,-2.114,-0.3956,77,-1.4,82,4.6,48,16,13,47,6.1,24,-0.1,-0.3,72,13,6,1116,2607,3487,-4.4,7.2,-52300,-64500,6.4511,-2.0988,13.65707,0.01,0.1,0.09,0.12,0.12,0.0282,2.032,-0.0609,0.0134,1.2,1.6,1.4,0.119,0.948,-0.44,-0.183,2159.55,2209.29,14.9654,1.438,0.474,0.08,0.11
1.06.2018,137.6495238,4.221064425,4.897756362,4.701414995,25.1747619,24.60761905,24.6652381,25.61238095,26.27904762,25.91380952,75.80285714,75.85333333,75.22857143,74.31047619,-1.446666667,-1.394761905,-1.415238095,-2.854285714,-0.624761905,-0.918095238,-1.542857143,29.39582633,29.50537541,29.36665309,0.805826455,0.571124689,0.701826943,0.606408207,0.715101189,103.9685898,0.164666667,100.4302,100.195,4.0,2269,1865,881,232200,42.1,0.2,2.91,0.08,0.24,0.51,0.96,1.09,2.14,13.68,0.2,0.011567192,0.004663994,-0.00283154,-0.001879974,59.322,53.5,0.201,-5177.0,0.431,1.3793,0.7878,362,-0.3,58,7.5,20,21,11,-18,4.6,18,-0.1,0.1,-159,-2,-1,2666,3171,2824,1.4,16.9,-24300,-33900,17.5305,14.4527,4.37091,0.12,0.04,0.04,0.06,-0.04,-0.0069,0.3756,-0.0176,0.0259,0.2,0.9,1.2,-1.25,1.705,-0.093,-0.341,-1389.53,-1992.92,31.7284,1.485,0.533,0.06,0.09
1.07.2018,144.067619,6.797288586,5.494132378,4.914345968,25.20863636,25.24681818,25.50181818,26.00909091,25.95318182,25.52863636,75.22909091,75.18772727,75.19909091,74.72727273,-1.154545455,-0.943636364,-1.091818182,-2.535909091,0.011363636,-0.471818182,-0.460454545,32.00592495,30.74095056,30.41616415,0.838788833,0.562103543,0.695862679,0.594586475,0.707715331,110.0284271,0.274516129,100.3079,101.0257,3.8,1968,1804,1006,224250,42.2,4.98,2.89,0.05,0.2,0.48,0.87,0.98,1.96,13.15,-0.3,0.025940987,0.008620156,-0.001935758,-0.001817739,79.311,72.7,0.327,4187.0,0.3742,-0.5238,-0.5677,131,2.3,46,-1.1,25,18,3,6,12.9,-28,0.1,0.0,0,-3,-63,-8689,-4631,10963,25.3,9.1,-32200,-38200,13.697,9.505,11.95032,0.09,0.06,0.05,0.06,0.0,0.0048,1.4572,-0.0132,0.0008,0.4,0.2,-11.1,-0.792,-0.929,0.293,0.065,2178.48,1719.46,9.9946,1.22,0.482,0.09,0.22
1.08.2018,145.2386957,0.374897684,4.378735274,4.221217992,23.94434783,24.4626087,24.70304348,25.62130435,25.62478261,25.44086957,73.85130435,73.70391304,74.06086957,73.7773913,-1.394347826,-1.317826087,-1.655217391,-2.93826087,0.356956522,-0.283478261,0.073478261,24.31924551,28.84134397,28.92426147,0.888342341,0.559092474,0.694324333,0.589460866,0.703553126,112.741684,0.192580645,101.1618,100.4117,3.8,2241,1730,995,224500,42.2,5.2,2.89,0.12,0.28,0.54,0.86,0.98,1.97,12.55,-1.7,0.038098559,0.01171347,0.000250985,-0.000880999,63.324,58.2,0.317,6582.0,0.4112,0.2531,1.3852,-681,-0.7,47,8.6,29,10,0,52,18.0,20,-0.2,-0.1,90,-3,47,9523,2423,10930,15.7,10.5,-33800,-38600,5.0087,2.5322,12.51854,0.0,0.07,0.08,0.06,-0.01,-0.0068,-0.5245,-0.0284,-0.0091,0.2,0.6,-5.1,-2.119,-0.968,0.05,-0.259,2773.34,1987.23,-1.1156,1.223,0.425,0.15,0.25
1.09.2018,144.8684211,-3.22857038,-1.8365173,1.6117793,24.425,24.407,24.8845,24.899,24.711,24.6825,79.163,78.8445,78.0565,77.272,-0.3135,-0.762,-1.2645,-2.712,-0.788,-0.7845,-1.5725,21.19642962,22.5704827,26.4962793,0.954076172,0.560015892,0.697930431,0.583434465,0.701003069,75.0539093,0.313666667,101.1465,99.8269,3.7,2074,1731,936,215400,42.1,4.29,3.0,0.18,0.34,0.61,0.94,1.05,2.03,12.91,3.9,0.050058846,0.014500991,0.002793239,0.000346686,-4.487,0.4,-0.155,-206.0,-0.3691,-0.5535,0.5018,427,1.8,41,0.8,21,17,2,-25,-2.9,15,0.0,0.0,-42,42,29,726,2196,10083,8.6,-0.1,-24700,-38100,16.3374,18.5756,10.37268,0.04,0.1,0.1,0.11,0.12,-0.0197,1.1009,0.0188,-0.0008,0.5,0.7,0.0,1.573,1.193,-0.387,-0.175,-1095.75,-1975.06,1.4742,1.162,0.477,0.2,0.24
1.10.2018,128.3547826,-3.607937233,-3.903174793,-2.957045281,25.15043478,25.36217391,25.30347826,24.82130435,24.41217391,24.00521739,80.78347826,80.94478261,80.4373913,79.9226087,-0.638695652,-0.999130435,-1.448695652,-2.775217391,-0.507391304,-0.514782609,-1.022173913,21.54249755,21.45899912,22.34643298,1.050317231,0.571131185,0.710086475,0.587541556,0.705477162,92.01647949,0.399032258,101.1639,99.5435,3.8,2055,1840,920,222500,42.1,5.11,3.15,0.06,0.21,0.46,0.81,0.96,1.95,19.35,-1.5,0.070806673,0.01955507,0.006141178,0.002183334,35.525,26.4,0.494,-3585.0,0.38,-0.8993,1.4011,515,-1.1,36,3.3,14,21,-2,-4,4.0,-1,-0.1,0.0,-27,-47,-31,-5111,-3507,9610,26.4,-8.4,-38900,-42100,24.8918,10.6508,12.413,0.24,0.12,0.11,0.09,0.11,0.0257,0.6244,-0.0054,-0.003,2.4,1.2,-1.2,0.707,0.311,0.266,0.075,1024.53,778.67,0.5055,1.252,0.466,0.19,0.24
1.11.2018,118.5847619,-4.533927866,-8.343125332,-9.331967165,38.96136364,37.24181818,36.02045455,33.80318182,31.94909091,30.93818182,66.22863636,66.71090909,67.06227273,67.40863636,-6.159090909,-5.714545455,-5.483181818,-5.043181818,0.351363636,0.346363636,0.697727273,34.42743577,28.89869285,26.68848738,1.082646411,0.590264744,0.728352166,0.599713384,0.715015698,80.40758514,0.348666667,101.2022,99.4109,3.8,2168,1807,904,233250,42.0,5.53,3.12,0.13,0.26,0.5,0.75,0.92,2.02,19.39,-1.1,0.025180962,0.008364794,0.009177234,0.003417196,44.554,46.1,0.485,3018.0,0.2201,-1.4687,-0.2457,234,-1.0,4,-5.8,-1,9,3,45,7.4,-10,-0.1,0.0,-43,12,-55,-8070,-11257,-2120,-22.6,9.7,-44600,-54900,24.185,5.0792,13.47072,0.01,0.08,0.06,0.05,-0.05,0.0071,0.6162,-0.0112,0.0201,-2.9,-1.9,-2.4,-0.83,1.815,0.43,-0.011,1396.28,-501.96,15.5227,1.303,0.485,0.17,0.2
1.12.2018,118.91,3.48868066,0.17402096,-3.38415611,43.797,40.716,39.0435,35.9665,32.9115,31.29,58.139,57.92,58.3635,58.9105,-6.256,-6.1515,-5.6115,-4.457,0.4435,0.547,0.9905,47.28568066,40.89002096,35.65934389,1.154614022,0.609366235,0.743134017,0.61949973,0.729040709,90.60766602,0.239677419,100.9555,99.5331,3.9,2149,2033,934,227000,42.1,5.81,2.83,0.1,0.21,0.39,0.41,0.56,1.75,24.95,0.8,0.051348641,0.013731228,0.004542253,0.003868432,194.001,183.0,-0.929,-682.0,-0.9182,-0.8622,0.4815,370,-0.2,40,3.6,17,16,3,-32,4.9,36,0.2,-0.1,-88,-1,-46,6795,-4177,14018,57.8,48.8,-75600,-80900,29.4766,9.6726,14.22664,0.07,0.04,0.02,-0.04,-0.27,-0.0092,-1.1386,-0.0236,0.0231,-1.3,-2.2,0.9,-0.8,0.968,0.239,-0.109,1344.87,1377.83,57.7271,1.714,0.686,0.13,0.12
1.01.2019,122.3257143,9.001463971,10.37674465,6.190560172,36.65909091,35.95227273,35.95318182,35.22272727,32.61636364,30.70227273,60.25454545,59.87318182,60.11318182,60.38954545,-3.245909091,-3.183636364,-3.579090909,-3.423181818,0.24,0.276363636,0.516363636,45.66055488,46.32901738,42.14374199,1.134170364,0.611838107,0.746384725,0.62423266,0.733575663,87.42410278,0.585806452,100.2374,98.9512,4.0,2303,1981,879,216250,41.9,5.27,2.71,-0.03,0.05,0.18,0.14,0.31,1.53,19.57,-7.1,-0.012712946,-0.001756904,0.001956385,0.001387358,60.207,-8.0,0.334,4747.0,0.5059,-1.406,1.5072,-238,-1.4,69,0.9,38,28,1,47,8.6,10,0.1,0.1,143,29,40,-9420,-10605,13420,-8.6,30.3,-53800,-52600,21.1801,15.6673,12.97696,0.13,0.0,-0.03,-0.08,-0.14,-0.0022,-3.2389,0.0237,-0.0136,-2.6,-1.7,-1.9,0.413,1.394,0.387,0.331,930.04,-1135.26,37.6767,1.642,0.359,0.12,0.02
1.02.2019,126.0605263,-2.31818087,8.1617437,10.97757387,27.5105,28.973,29.6665,30.5915,29.473,28.4245,64.3845,64.2245,64.202,63.932,-2.0725,-2.634,-3.3675,-3.6755,-0.0225,-0.27,-0.2925,25.19231913,37.1347437,40.64407387,1.07038155,0.605833629,0.742997918,0.614016264,0.727509353,96.80016327,0.111785714,100.5533,98.4761,3.8,2246,1795,878,209000,41.7,4.56,2.68,-0.01,0.04,0.15,0.09,0.28,1.39,15.23,2.6,-0.044212221,-0.010058592,0.000373988,0.001165706,60.416,55.9,0.017,2050.0,0.0736,-0.9234,-2.1617,55,1.2,-37,-2.4,-32,0,-1,-26,8.7,10,-0.7,-0.1,-103,-48,-26,-5573,-16489,9047,8.1,1.4,6600,6500,5.3558,13.5201,11.28133,0.0,0.02,-0.01,-0.03,-0.05,0.0117,1.4795,0.0115,-0.0091,1.3,0.5,4.9,0.045,0.057,0.032,-0.14,-877.48,-4843.41,12.4182,1.08,0.143,0.04,-0.02
1.03.2019,124.3042857,-3.047010096,-2.498969274,5.342186726,25.77619048,26.74380952,27.91380952,28.66619048,28.15857143,26.90285714,66.9447619,66.9152381,66.56619048,66.16571429,-3.192857143,-3.958095238,-4.527142857,-4.738571429,-0.349047619,-0.40047619,-0.74952381,22.72918038,24.24484025,33.25599625,1.045864406,0.603032165,0.740973714,0.609393627,0.723989482,82.32829285,0.380967742,101.0626,97.7641,3.8,2174,1831,844,188000,41.7,4.79,2.57,0.0,0.04,0.09,-0.03,0.17,1.37,14.49,4.6,-0.017883164,-0.004427899,-3.6403e-05,0.000392742,31.966,27.0,0.673,-2907.0,0.6465,-0.3061,0.4832,-86,0.5,21,-2.5,25,-7,5,-11,-3.7,32,0.4,0.0,71,-6,82,9589,-6457,2648,-29.3,-10.5,28000,12200,8.1332,12.8004,11.87522,0.01,0.01,0.0,-0.06,-0.12,-0.0009,0.7043,0.0151,0.0162,2.4,1.0,0.6,-0.633,1.318,-0.088,-0.317,1367.36,6.22,19.9574,1.356,0.403,0.12,0.16
1.04.2019,126.1038095,0.007513818,-0.747936545,0.00361042,22.59238095,23.5452381,23.80952381,23.81047619,24.21809524,23.61857143,71.45666667,71.41857143,70.4552381,69.38619048,-2.135238095,-3.23047619,-3.950952381,-4.367142857,-0.963333333,-1.069047619,-2.032380952,22.59989477,22.79730155,23.81313423,1.045235355,0.612518283,0.747839966,0.620263428,0.730839891,79.25344849,0.574666667,99.7413,97.9369,3.6,1942,1881,718,191500,41.6,4.17,2.53,-0.04,-0.03,0.0,-0.09,0.11,1.27,12.95,-1.2,-0.000151955,0.000492714,0.002675717,0.002260004,-13.318,-15.3,-0.041,-15013.0,-1.7018,-2.1258,-0.7347,-343,0.3,49,1.0,43,-2,7,42,5.8,38,-0.1,0.0,80,48,-6,-9115,-11231,11895,41.4,-8.0,-94800,-102000,-9.1159,16.1653,10.3974,0.01,-0.02,-0.05,-0.07,-0.04,0.0079,0.4971,-0.0138,0.0007,2.3,0.8,-0.7,0.076,1.531,-0.341,-0.118,1188.84,210.46,39.7341,1.659,0.638,0.18,0.27
